title_orig,discounted_price,original_price,units_sold,rating,uses_ad_boosts,product_color,product_variation_size_id,product_variation_inventory,price_difference,total_revenue,potential_revenue,revenue_difference,price_difference_group,uses_ad_boosts_group
Summer Shorts Women Sports Shorts Gym Workout Waistband Skinny Short,3.0,5,1000,4.05,1,black,S,1,2.0,3000.0,5000,2000.0,low,yes
Women Casual Shorts Pants Lace Up Summer Short Elastic Waistband Loose Panties Plus Size,13.0,22,1000,4.01,1,khaki,XS,50,9.0,13000.0,22000,9000.0,low,yes
Women  Sleeveless Open Back Shirt Knotted Tank Top Blouse Sport Vest Tops Tshirt AST,8.0,16,10000,4.04,0,white,S,9,8.0,80000.0,160000,80000.0,low,no
Women Summer Casual Hippie Soul Letter Printed Long Dress Irregular Double Layers Sleeveless A-line Plus Size T Shirt Dresses,8.0,76,100,3.64,1,purple,XXXXXL,26,68.0,800.0,7600,6800.0,high,yes
New Fashion Summer Women Casual Dress Round Neck Loose Big Swing Skirt Sleeveless Soild Color Beach dress,4.9,8,1000,3.83,1,white,XXS,1,3.1,4900.0,8000,3100.0,low,yes
 Women Ladies One Shoulder Plus Size Swimsuit Swimwear Padded Monokini Bikini Bathing Beachwear,8.0,38,1000,4.14,0,black,M,50,30.0,8000.0,38000,30000.0,high,no
2020 Women's  Deep V Neck Dress Backless Maxi Party Evening Dress Rainbow Summer Beach Dress,25.0,38,50,3.17,1,rainbow,S,10,13.0,1250.0,1900,650.0,high,yes
Women Summer Shorts Lace Up Elastic Waistband Loose Thin Casual Pants Plus Size S-8XL,2.0,2,100,2.57,1,yellow,S,5,0.0,200.0,200,0.0,low,yes
ZANZEA Women Round Neck Short Sleeves Solid Color Loose Mid-calf Summer Dress,12.0,102,1000,4.22,1,grey,S,8,90.0,12000.0,102000,90000.0,high,yes
Women Push-up Padded Bra Bandage Bikini Set Swimsuit,9.0,59,10000,3.77,0,red,S,17,50.0,90000.0,590000,500000.0,high,no
Plus Size S-5XL Women Vintage Sleeveless Hanging Neck Tank Tops Casual Style Women Chiffon Print Crop Top Bras,8.0,25,100,4.0,1,black,S,50,17.0,800.0,2500,1700.0,high,yes
Summer Fashion Women Spaghetti Strap Maxi Dress Oversize Casual Loose Solid Color Cami Slip Long Dresses Ladies Sleveless Evening Party Holiday Beach Dresses Plus Size S-5XL,14.0,27,5000,3.52,0,black,M,50,13.0,70000.0,135000,65000.0,high,no
S-5XL New Fashion Women Tops Blouse Sleeveless V-neck Solid Color Tank Top Women Summer Shirt Tops Plus Size Causal Loose,4.83,51,50,2.0,1,white,XS,3,46.17,241.5,2550,2308.5,high,yes
Fashion Women Retro Vertical Striped Mini Button Camisole Dress,6.0,7,100,4.0,1,black,S,50,1.0,600.0,700,100.0,low,yes
NEW Women Casual Tank Top Blouses O-neck Sleeveless Gradient Color Cotton Printing T-shirt Summer Vest Blouses Loose Plus Size S-5XL,2.0,2,5000,3.89,1,green,S,1,0.0,10000.0,10000,0.0,low,yes
Mens Fashion Slim Fit Jeans Shorts Cargo Baumwolle Skinny Shorts Jeans Summer Casual Denim Shorts,18.0,27,5000,4.03,1,blue,S,50,9.0,90000.0,135000,45000.0,low,yes
Fashion Women Backless Strapless  Ladies Baggy Casual Loose Long Maxi Dress Beach Clubwear,11.0,83,20000,3.87,0,khaki,M,50,72.0,220000.0,1660000,1440000.0,high,no
New Summer  Women  Sleeveless Knit Crop Tops,4.0,4,10000,4.03,0,red,S,50,0.0,40000.0,40000,0.0,low,no
Women's Fashion Vest Top Sleeveless Shirt Blouse Casual Tank Tops T-Shirt,6.0,23,1000,3.94,1,white,S,50,17.0,6000.0,23000,17000.0,high,yes
Plus Size S-5XL Women Fashion Tube Top Dress Off Shoulder Floral Print A-line Mini Dress Lady Casual Strapless Short Dress Tunic Dress Summer Beach Dress Bikini Cover-up,7.0,50,5000,4.02,0,watermelonred,S,50,43.0,35000.0,250000,215000.0,high,no
5 Color New Arrival Women's Fashion  Elegant Strapless Long Sleeve Halter Backless Solid Color Slim Fit Blouse Tops Autumn Fashion  Criss Cross Pleated Tunic Top,8.0,9,10000,3.09,1,pink,S,50,1.0,80000.0,90000,10000.0,low,yes
Women Long Skirt Wave Point V-tie Open-fork Dress Short Sleeve V-neck Low-cut Print Polka Dot Dress,12.0,59,100,3.59,0,white,S,50,47.0,1200.0,5900,4700.0,high,no
New Summer Fashion Women Sleeveless “ HIPPIE SOUL” Letter Printed Tank Top Funny Workout T-shirt Casual Loose Tee Tops Clothes In Blue  Pink and Dark Grey,6.0,33,5000,4.04,0,pink,S,26,27.0,30000.0,165000,135000.0,high,no
Hot Sale Women's Fashion Summer Sleeveless Dress Mini V-neck Party Dress JACK DANIEL'S Print Loose Cool Casual Dresses,5.0,59,100,4.27,0,green,XS,5,54.0,500.0,5900,5400.0,high,no
Cute Pajama Set Pink Bugs Bunny Cartoon Summer Short Pyjamas Women Polyester Printing Womens Clothings,9.0,49,100,3.72,1,pink,M,50,40.0,900.0,4900,4000.0,high,yes
INCERUN Summer Mens Short Sleeve Shirts Green Blue Yellow Casual Cotton Linen Shirts Henley,15.0,68,1000,3.87,1,yellow,L,50,53.0,15000.0,68000,53000.0,high,yes
lus Size Summer Women's Fashion V-neck Print Sleeveless Tunic Tops Vest Tank Tops S-8XL_Y,11.0,54,1000,3.93,1,red,S,36,43.0,11000.0,54000,43000.0,high,yes
Women's Boho Floral Chiffon Summer Party Evening Beach Short Mini Dress Sundress,14.0,84,100,3.79,0,black,S,50,70.0,1400.0,8400,7000.0,high,no
NEW Women Casual Off Shoulder Lace Collar Blouse Loose Solid Color T Shirt Plus Size,6.0,6,20000,3.97,1,skyblue,L,50,0.0,120000.0,120000,0.0,low,yes
New Fashion Women Round Neck Summer Polka Dot Printed Sleeveless Dress Ladies Casual Mid-length Plus Size Dress,3.86,4,100,3.48,1,green,S,1,0.1400000000000001,386.0,400,14.0,low,yes
Women Sleeveless Vest Tank Top Shirt Casual Faith Letter Print Loose T-shirt Blouse Cotton Round Neck Graphic Tee,3.74,55,10000,4.23,1,grey,S,50,51.26,37400.0,550000,512600.0,high,yes
 Women's Summer Casual Sleeveless Evening Party Backless Beachwear Mini Dress,7.0,9,100,3.23,0,apricot,XXS,1,2.0,700.0,900,200.0,low,no
Fabric Waist Trainer Vest Hot Shaper Summer Shaperwear Slimming Adjustable Sweat Belt Body Shaper,8.0,26,100,3.07,0,black,XXL,50,18.0,800.0,2600,1800.0,high,no
Fashion  Women Bikini Leaf Printed Two Piece Split Bikini Set Swimwear Beach Swimsuit Bathing Suit,8.0,22,1000,3.74,0,white,S,50,14.0,8000.0,22000,14000.0,high,no
New Women's Fashion Solid Color Shorts Summer Casual Shorts Pants Gym Shorts Beach Shorts,6.0,11,1000,4.11,0,red,S,50,5.0,6000.0,11000,5000.0,low,no
Women's Summer Sleeveless Blouses Casual Sling Stitching Print Camisole Tank Tops Printed Shirts Large Size Loose Vest,4.0,4,100,4.07,1,yellow,S,50,0.0,400.0,400,0.0,low,yes
Women Tops Tank Bandage Feather Print Sleeveless O-Neck Vest Summer Sport Tank Tops Casual Ladies Blouse T Shirt Tops Plus Size,3.0,3,100,4.29,1,black,S,5,0.0,300.0,300,0.0,low,yes
Women Fashion Swimwear Two Pieces Split Bikini Set Summer Printed Beach Bathing Swimsuits,5.84,11,1000,4.19,0,blue,XXS,1,5.16,5840.0,11000,5160.0,low,no
New Summer Fashion V-neck Heart T-shirt O Neck Loose-sleeved Top Women's Cute Fun T-shirt Plus Size,11.0,17,100,3.4,1,white,S,50,6.0,1100.0,1700,600.0,low,yes
Women Fashion Stripe Sleeveless Shirt V Neck Tank Tops Vest T Shirt,7.0,22,5000,3.79,1,navyblue_and_white,S,17,15.0,35000.0,110000,75000.0,high,yes
Summer Fashion New  Sleeveless Casual Long Dress For Women Spaghetti Strap Flower Print Dresses Knee-length Sling Casual Dress Plus Size,2.0,2,5000,3.7,1,white_and_red,XS,2,0.0,10000.0,10000,0.0,low,yes
 Plus Size Women Halter Striped Wide Leg Pants Casual Jumpsuit Rompers Fashion Shorts ,8.0,34,1000,4.14,1,navyblue,S,2,26.0,8000.0,34000,26000.0,high,yes
Women Summer Sleeveless V-neck Tops Pure Color T-shirt Casual Tank Tops Loose Button-up Blouse Lady Sleeveless Shirts Plus Size Top,5.0,11,100,3.72,0,green,S,38,6.0,500.0,1100,600.0,low,no
Summer Women's Fashion Elastic Waist 3/4 Jogging Capri Hose Strass Dance Paisley Drawstring Casual Sport Fitness Pants,12.0,13,5000,3.91,1,lightpink,L,50,1.0,60000.0,65000,5000.0,low,yes
Summer New Women's Fashion Let's Rock Graphic Letter Printing Casual Sleeveless Tank Tops Vest S-5XL,6.0,6,100,4.27,1,green,XS,3,0.0,600.0,600,0.0,low,yes
Summer Print Dress Women's Round Neck Short Sleeve Casual Loose  Vintage Dress,2.0,2,100,2.44,1,armygreen,XXXS,50,0.0,200.0,200,0.0,low,yes
Summer Fashion Trousers Women Leggings Ripped Pants Slim Pants Army Green Tights Pants,3.94,8,100,3.9,0,armygreen,XXS,1,4.0600000000000005,394.0,800,406.0,low,no
Women Summer Casual Loose Sling Dress V-neck Backless Long Dress Dress Sleeveless Pockets Solid Color Maxi Dress Plus Size ,4.0,4,100,3.1,1,pink_and_blue,XXS,5,0.0,400.0,400,0.0,low,yes
2020 Summer & Winter Carp Fishing 3D Over Printed Clothes Cool Men Fish T-Shirt,7.0,34,100,4.52,1,multicolor,XS,50,27.0,700.0,3400,2700.0,high,yes
Women Summer Fashion Tank Tops  Sleeveless Crop Tops Casual Style Women Cotton Print Lace Stitching Irregular Blouse Tops（XS-5XL),2.0,2,1000,4.19,0,green,XS,1,0.0,2000.0,2000,0.0,low,no
2019 Summer Women‘s’ Fashion  Lace Up Tie Pants  Plus Size Casual High Waist Short Pants(S-5XL),3.92,4,20000,3.76,1,black,M,7,0.08,78400.0,80000,1600.0,low,yes
Women Summer Sleeveless Lace Casual Evening Party Cocktail Short Mini Dress,8.0,84,10000,3.31,0,white,S,50,76.0,80000.0,840000,760000.0,high,no
New Fashion Summer Women Casual Dress Round Neck Loose Big Swing Skirt Sleeveless Soild Color Beach dress,3.0,3,100,3.67,0,white,XXS,2,0.0,300.0,300,0.0,low,no
Summer Fashion Womens Print 2pc Set Ladies Casual Round Neck Short Sleeve T Shirt and Shorts,14.0,51,100,3.75,0,black,S,50,37.0,1400.0,5100,3700.0,high,no
XS-8XL Women's Fashion Summer Dresses Polka Dot Printed V-neck Dress Casual Party Dress Elegant Ladies Loose Cotton Dresses Plus Size Short Sleeve Dresses,3.0,7,100,3.67,1,grey,XS,5,4.0,300.0,700,400.0,low,yes
New Fashion Women Round Neck Summer Polka Dot Printed Sleeveless Dress Ladies Casual Mid-length Plus Size Dress,3.86,4,100,3.48,1,green,S,1,0.1400000000000001,386.0,400,14.0,low,yes
Summer Fashion Women  Sleeveless Shirt V-Neck Casual Cotton Button Tank Tops,5.82,58,1000,3.93,1,orange,S,50,52.18,5820.0,58000,52180.0,high,yes
Women Fashion Loose Casual Sleeveless Floral Print Round Neck Tops Summer Vest Camisole Casual Plus Size Loose Tank Tops,11.0,17,100,4.67,0,red,S,50,6.0,1100.0,1700,600.0,low,no
Plus Size S-5XL Slim Fit Casual Classic Shorts Jeans Summer  Women's Fashion High Waist Washed Denim Shorts,1.86,2,1000,3.78,1,black,XXXS,50,0.1399999999999999,1860.0,2000,140.0,low,yes
Summer Women s  Fashion  Lace Up Tie Pants  Plus Size Casual High Waist Short Pants,3.88,4,100,3.47,0,red,XS,1,0.1200000000000001,388.0,400,12.0,low,no
Summer 2020 Fashionable Women's Solid Color Vest Sleeveless Halter V-Neck Top,8.0,33,50,5.0,1,khaki,S,50,25.0,400.0,1650,1250.0,high,yes
NEW Summer Women s Fashion Loose Shorts Elastic Waist Short Pants Casual Shorts,3.71,5,10,5.0,0,black,XS,15,1.29,37.1,50,12.899999999999999,low,no
Women's Fashion Spring and Summer O-neck Cotton T-shirt Loose Printed Blouse Casual Short Sleeve Tops Ladies Fashion Plus Size Shirt,5.0,5,1000,4.13,1,winered,S,50,0.0,5000.0,5000,0.0,low,yes
2019 Women Fashion Summer Beach Vintage Floral Print Chiffon Dress Camisole Mini Dresses,11.0,13,100,3.87,0,navyblue,S,50,2.0,1100.0,1300,200.0,low,no
Women's Fashion Summer  Slimn Fit Denim Shorts High Waist Jean Shorts NS0122,11.0,152,1000,3.91,0,blue,XS,50,141.0,11000.0,152000,141000.0,high,no
Women's Fashion Country Girl Deer Hunting Printed Slim Fit Leggings,13.0,43,1000,4.31,0,green,S,50,30.0,13000.0,43000,30000.0,high,no
New Summer Fashion V-neck Heart T-shirt O Neck Loose-sleeved Top Women's Cute Fun T-shirt Plus Size,2.81,33,50,3.64,0,purple,XS,1,30.19,140.5,1650,1509.5,high,no
Summer Women's Loose V-neck Sling Dress Sleeveless Dress Lace Dress Plus Size XS-5XL,7.0,26,100,2.9,0,white,S,50,19.0,700.0,2600,1900.0,high,no
S~XXXXXL Summer  Fashion Woman  V-neck Zipper Back Cross Irregular Chiffon Plus size Tank tops,6.0,38,5000,3.82,1,pink,XS,50,32.0,30000.0,190000,160000.0,high,yes
2019 Punk Style Women Skeleton Printed Premium Bodycon Slim Fit Soft Elasticity Black Summer Casual Shorts,6.0,47,1000,4.28,0,multicolor,S,50,41.0,6000.0,47000,41000.0,high,no
Women Casual Hippie Soul Letter Printed Long Dress Sleeveless Summer Irregular A-line Dresses Plus Size,8.0,14,1000,3.98,0,blue,XXS,28,6.0,8000.0,14000,6000.0,low,no
7 Colors Bodycon Dress Women Lady  Sleeveless Bodycon Dress Lace Babydoll Dress Tank Shirt Plus Size S-5XL,5.8,43,20000,3.47,1,armygreen,S,50,37.2,116000.0,860000,744000.0,high,yes
New Ladies Fashion Print Top Summer V-neck Sleeveless Top,9.0,10,10,5.0,1,black,XS,50,1.0,90.0,100,10.0,low,yes
 Women's Summer Casual Sleeveless Evening Party Backless Beachwear Mini Dress,2.89,7,50,5.0,0,green,XXS,1,4.109999999999999,144.5,350,205.5,low,no
Spring and Summer New Tik Tok Ing Endless Loose Large Size Short Sleeve Crop Top and Shorts Set,8.0,56,50,4.67,1,white,XXS,3,48.0,400.0,2800,2400.0,high,yes
Women New Summer Fashion Solid Color Casual Tank Tops Plus Size Spaghetti Strap Women Crop Tops Sleeveless Women Casual Vest Tops Camisole S-3XL,5.67,6,1000,3.51,0,white,S,50,0.33,5670.0,6000,330.0,low,no
Summer New Design Fashion Women Sleeveless T-shirt Solid Color Deep V-neck Button Vest Casual Loose Cotton Tops for Women Brief Basic Tee Shirt Tank Top Plus Size XS-5XL 5 Colors ,6.0,13,1000,3.26,0,wine,S,50,7.0,6000.0,13000,7000.0,low,no
Summer Fashion Women Round Neck Dress With Pockets Polka Dot Dress Long Loose Dress,11.0,85,100,3.58,0,darkblue,S,50,74.0,1100.0,8500,7400.0,high,no
Women Ladies Fashion Plus Size Daisy Sleeveless Casual Shirts & Tops,7.0,31,8,5.0,0,blue,XS,10,24.0,56.0,248,192.0,high,no
Women's Fashion Sleeveless American National Independence Day Flag Print Spaghetti Strap Tank Top Irregular Hem Blouse T-shirts Plus Size S-5XL,14.0,85,100,4.23,0,blue,S,50,71.0,1400.0,8500,7100.0,high,no
 Women's Summer Casual Sleeveless Evening Party Backless Beachwear Mini Dress,8.0,30,1000,3.09,1,armygreen,XXS,1,22.0,8000.0,30000,22000.0,high,yes
Cotton Shirt Tops Women's Summer Casual Loose Short-sleeved Printed Ladies Shirt,2.0,25,100,3.9,1,green,XS,4,23.0,200.0,2500,2300.0,high,yes
Women Summer Shorts Lace Up Elastic Waistband Loose Panties Plus Size,2.0,2,100,2.92,1,lightblue,XL,1,0.0,200.0,200,0.0,low,yes
Women Tops Tank Bandage Feather Print Sleeveless O-Neck Vest Summer Sport Tank Tops Casual Ladies Blouse T Shirt Tops Plus Size,3.0,3,100,4.29,1,black,S,5,0.0,300.0,300,0.0,low,yes
NEW Womens Short Sleeve Baggy Summer Beach Midi Dress Ladies Shift Kaftan Dresses,11.0,84,100,3.61,1,grey,XS,5,73.0,1100.0,8400,7300.0,high,yes
Summer Casual T-shirts Single Shoulder Tube Crop Top Women Single Strap Bra Yoga Vest AOM,4.0,4,1000,3.51,0,green,XS,50,0.0,4000.0,4000,0.0,low,no
Hot Sale Women's  Summer Fashion Sleeveless Camisole Tank Zipper Top T-shirt I-shaped Strap Bow Vest,11.0,22,1000,3.66,1,white,S,50,11.0,11000.0,22000,11000.0,high,yes
New Fashion Summer  Women Halter Tops Beach Swimming Letter Print Swimwear Lady's Push Up Vest Bra S-5XL,4.0,4,100,4.13,0,black,S,50,0.0,400.0,400,0.0,low,no
Women's Fashion Summer Dresses V Neck Backless Lace Dress Beach Dresses White Dress Plus Size S-5XL,4.9,5,100,3.96,0,pink,XS,1,0.0999999999999996,490.00000000000006,500,9.999999999999943,low,no
Summer Women Straps Printed Loose Jumpsuit Romper Dress Shorts Off Shoulder V Neck Slim Beach Dress,12.0,43,100,3.65,1,darkblue,L,50,31.0,1200.0,4300,3100.0,high,yes
Summer Beach Fashion Plus Size Women's Loose Short Sleeve Long Blouses Plus Size Deep V-neck Party Dress Ladies Casual Solid Color Beach Wear Swimsuit Cover-up Short Linen Dress,7.0,30,1000,3.28,1,white,XS,50,23.0,7000.0,30000,23000.0,high,yes
Women Fashion Ruffles Slash Neck Crop Top and Skinny Pants Two Piece Outfit,7.0,8,1000,3.73,1,pink,XXS,6,1.0,7000.0,8000,1000.0,low,yes
2019 New Fashion Women Loose Round Neck Dress Short Sleeve Solid Color Casual Dress,1.85,11,100,3.9,0,black,XXS,2,9.15,185.0,1100,915.0,high,no
Plus Size Women Fashion Polka Shirt Casual Dot Loose Autumn S-5XL,12.0,110,20000,4.04,1,khaki,M,50,98.0,240000.0,2200000,1960000.0,high,yes
Spring and summer in the New South burgundy Korean dark navy skirt anti sun dress with a lining fluffy skirt female skirt pleated skirt ,5.88,9,20000,4.07,0,ivory,XXS,50,3.12,117600.0,180000,62400.0,low,no
Womens Summer Bohemia Floral Beach Dress Ladies Loose Kaftan Sundress Plus Size,15.0,102,1000,4.23,0,green,S,2,87.0,15000.0,102000,87000.0,high,no
FUERFITS Women's Casual Beach Summer Sleeveless Adjustable Strappy Floral Dress,8.0,75,20000,4.39,0,black_and_yellow,S,50,67.0,160000.0,1500000,1340000.0,high,no
2019 New Style Summer Fashion Women Casual One Piece Slim Fit Braces Skirt Sleeveless Dress Solid Color Slip Dress,8.0,9,100,3.38,0,winered,S,50,1.0,800.0,900,100.0,low,no
Mens T-Shirts  Summer Popular Tik Tok Printed Tops Tee Male T-shirt Short Sleeve tshirt for Men Casual Top,7.0,7,10,5.0,1,white,XS,50,0.0,70.0,70,0.0,low,yes
Womens Summer Casual Short Sleeves Round Neck Flared Sleeves Dresses Solid Color Loose Dresses Short Dresses Plus Size,6.0,6,100,3.3,0,red,XS,50,0.0,600.0,600,0.0,low,no
Summer Short Sleeve Slim Bodycon Women  T-shirt Elastic Cotton Tee Top,4.7,19,100,3.87,0,black,S,43,14.3,470.0,1900,1430.0,high,no
2019 Women New Fashion Dress Stretchy Camisole Dress Spaghetti Strap Backless Shoulderless  Long Tank Top Slip Summer Fashion Floral Mini Dress,6.0,7,1000,3.67,0,beige,XS,3,1.0,6000.0,7000,1000.0,low,no
 Summer Women s Fashion Lace Up Tie Pants Plus Size Casual High Waist Short Pants(S-5XL),4.93,6,100,3.77,0,red,S,1,1.0700000000000005,493.0,600,107.0,low,no
 Women's Summer Casual Sleeveless Evening Party Backless Beachwear Mini Dress,3.0,3,1000,3.94,0,grey,S,50,0.0,3000.0,3000,0.0,low,no
New Summer 4 Color Women's Fashion Tops Solid Color Short Sleeve Lace V Neck Tee Shirt Fitness Causal Summer Pullover Sweatshirt Plus Size S-5XL,8.0,17,5000,3.94,1,black,M,50,9.0,40000.0,85000,45000.0,low,yes
XS-8XL Plus Size Sleeveless Summer Tops Fashion Clothes Women's Casual Floral Printed Blouses Ladies Beach Wear Pleated Shirts Deep V-neck Tank Tops,2.0,2,5000,3.87,1,black,XS,1,0.0,10000.0,10000,0.0,low,yes
Women Summer Casual Sleeveless Evening Party Beach Dress Short Mini Dress,8.0,47,10000,4.14,0,winered,S,50,39.0,80000.0,470000,390000.0,high,no
INCERUN Summer Mens Short Sleeve Shirts Green Blue Yellow Casual Cotton Linen Shirts Henley,15.0,68,1000,3.87,1,yellow,L,50,53.0,15000.0,68000,53000.0,high,yes
Women's Summer  Sleeveless Turtleneck Mini Dress,5.67,19,100000,3.53,0,grey,M,50,13.33,567000.0,1900000,1333000.0,high,no
ZANZEA Women Summer Round Neck Short Sleeve Cotton Basic Dress Solid Color Dresses,14.0,84,5000,4.22,0,grey,M,50,70.0,70000.0,420000,350000.0,high,no
Women's Fashion Casual V-neck Sleeveless Spaghetti Strap Sequins Tank Tops,7.0,43,1000,3.36,1,pink,XS,3,36.0,7000.0,43000,36000.0,high,yes
New Women Fashion Shorts Yoga Shorts Summer Beach Short Athletic Shorts Pants Sport Shorts Gym Workout Waistband Casual Shorts,11.0,26,100,5.0,1,black,S,15,15.0,1100.0,2600,1500.0,high,yes
 Women's Summer Casual Sleeveless Evening Party Backless Beachwear Mini Dress,6.0,7,100,3.31,0,armygreen,XXS,1,1.0,600.0,700,100.0,low,no
9 Colors Mens 2019 Summer Cotton  Breathable Slim Short SleeveSolid Color Buttons T-Shirts Casual Shirts,12.0,17,1000,3.36,0,pink,M,50,5.0,12000.0,17000,5000.0,low,no
Women's Fashion Short Sleeve Round Collar Summer Tank Tops Feather Print T-shirt,12.0,17,1000,4.21,0,white,M,50,5.0,12000.0,17000,5000.0,low,no
Summer Women  Long Dress Sleeveless V Neck Casual Beach Party Dress Sundress Plus Size S-5XL,13.0,68,100,3.48,1,black,S,12,55.0,1300.0,6800,5500.0,high,yes
New Women Fashion Summer Casual Party Beach Maxi Dress Beachwear Bikini Cover-Up,11.0,38,5000,3.91,0,white,S,50,27.0,55000.0,190000,135000.0,high,no
Summer Women s  Fashion  Lace Up Tie Pants  Plus Size Casual High Waist Short Pants,3.71,6,1000,3.45,1,yellow,XS,3,2.29,3710.0,6000,2290.0,low,yes
Women Summer Fashion  Party Dress Irregular Floral Print Backless Bodycon Slip Dresses Mei,6.0,9,1000,3.8,0,grey,XXS,1,3.0,6000.0,9000,3000.0,low,no
5 Colors Fashion Women Sleeveless Lace Tops  Lady Summer Workout Tank Tops Casual Lady Lace Patchwork Vest,6.0,6,5000,3.89,1,grey,S,50,0.0,30000.0,30000,0.0,low,yes
Women Summer Bib Pants Casual Loose Shorts Sleeveless Rompers Jumpsuit Suspender Trousers Overalls,12.0,16,5000,3.28,0,jasper,S,50,4.0,60000.0,80000,20000.0,low,no
Women Fashion Vintage Animal Dragonfly Owl Printed T-shirt Women Loose Sleeveless Summer Shirt Tee S-XXXL,5.0,5,100,5.0,1,green,XXS,4,0.0,500.0,500,0.0,low,yes
Plus Size S-3XL New Women Fashion Loose Pants High Waist Ninth Pant Linen Trousers,5.0,5,5000,3.3,0,lightkhaki,S,50,0.0,25000.0,25000,0.0,low,no
 Women Summer Vest Top Sleeveless Blouse Casual Tank Tops T Shirt Better SS,4.66,11,50000,4.01,1,purple,M,1,6.34,233000.0,550000,317000.0,low,yes
The Soul of A Mermaid Women Tank Tops Fashion Summer Vest Shirt Casual Graphic Tees Plus Size,8.0,22,100,4.0,1,blue,S,50,14.0,800.0,2200,1400.0,high,yes
Women's Summer Slim-fit Print Strapless Sleeveless Dress,9.0,9,100,5.0,1,white,S,50,0.0,900.0,900,0.0,low,yes
New Vogue Women Summer Sofy Casual   Funny Printed Sleeveless Long T Shirts  Mini Dress  Plus Size,8.0,9,1000,3.95,1,black,S,50,1.0,8000.0,9000,1000.0,low,yes
Women Fashion Style Denim High Waisted Shorts Pants Summer Women Shorts Jeans,5.0,5,1000,4.1,1,white,S,1,0.0,5000.0,5000,0.0,low,yes
NEW Summer Women Round Neck Dress Casual Sleeveless Dress Floral Printed Dress Slim Flower Dress Plus Size,6.0,6,10000,4.0,1,black_and_white,S,47,0.0,60000.0,60000,0.0,low,yes
Letter Print Tie Dye Halter Sleeveless Long Dress Summer Cotton Bohemian Dress,18.0,59,10,2.67,0,pink,S,50,41.0,180.0,590,410.0,high,no
Women Summer Short Sleeve Shirt Off Shoulder Letter Print I Am Not Old I Am A Classic Cotton Shirt Tops Fashion Cartoon Car Shirt,5.0,25,10000,4.19,1,white,XS,35,20.0,50000.0,250000,200000.0,high,yes
Summer Fashion Trousers Women Leggings Ripped Pants Slim Pants Army Green Tights Pants,5.0,10,100,4.08,0,wine,XXS,1,5.0,500.0,1000,500.0,low,no
2020 Spring and Summer New Casual Lens Round Neck Cotton Sweater,26.0,168,100,4.15,1,black,M,50,142.0,2600.0,16800,14200.0,high,yes
Sleeveless Dress Women Summer Casual Printed Tank Dress Plus Size Dress,6.0,6,100,3.83,0,black_and_yellow,XS,3,0.0,600.0,600,0.0,low,no
Spring Summer Women Fashion Loose Causal Lace Sleeveless Pure Color  Vest  Loose V Neck Tank Tops for Ladies Plus Size XS-5XL,5.78,9,100,3.71,1,black,XS,14,3.22,578.0,900,322.0,low,yes
2019 Summer Women's Plus Size Knee-length Sling dress Sleeveless Casual Long Dress,5.0,7,20000,4.13,1,winered,S,13,2.0,100000.0,140000,40000.0,low,yes
Plus Size Women Fashion Trendy Short Sleeve Lace Up Floral Print Blouses Tops & T-Shirts Casual Summer Lace Stitching Shirts,3.83,4,10000,3.64,0,orange,XS,50,0.1699999999999999,38300.0,40000,1700.0,low,no
2019 Summer Women‘s’ Fashion  Lace Up Tie Pants  Plus Size Casual High Waist Short Pants(S-5XL),3.92,4,20000,3.76,1,black,M,7,0.08,78400.0,80000,1600.0,low,yes
Women Fashion Summer V Neck Camisole Vest Solid Color Tops Sleeveless T-shirt Loose Casual Plus Size Tank Tops,11.0,20,100,3.43,0,white,S,50,9.0,1100.0,2000,900.0,low,no
Women Summer Sleeveless Irregular Hem Dress Maxi Dress Plus Size Hippie Soul Letter Printed Beach Long Dress 5 Colors,6.0,6,10,4.75,0,green,XS,5,0.0,60.0,60,0.0,low,no
Womens Jumpsuit Summer Bib Pants Shorts Casual Loose Sleeveless Rompers Jumpsuit Suspenders Overalls XS-XXXL,2.65,3,20000,3.4,0,orange,XS,50,0.3500000000000001,53000.0,60000,7000.0,low,no
Women's Summer New Fashion Sports Shorts Solid Color Elastic Shorts Female Slim Fit Running Short Pants Gym Workout Elastic Casual Sports Short Pants,3.71,4,100,3.44,1,purple,XS,1,0.29,371.0,400,29.0,low,yes
New Fashion Women Sleeveless Solid Color Spaghetti Strap Package Hip Dress Casual Slim Fit Mini Dress Party Dress Summer Street Dress 5 Colors S-5XL,13.0,26,100,3.78,0,beige,M,50,13.0,1300.0,2600,1300.0,high,no
Ladies Summer Skeleton Print Crop Top,5.69,17,5000,4.31,0,white,M,50,11.31,28450.000000000004,85000,56550.0,high,no
Summer Loose Large Size Printed Womens Sleeveless Dress Cake Skirt,6.0,8,10000,3.79,1,purple,S,50,2.0,60000.0,80000,20000.0,low,yes
Women's Fashion Summer  Lace Bandage Shirt Top Solid Color Sleeveless Slim Top,5.0,5,100,3.75,0,pink,S,50,0.0,500.0,500,0.0,low,no
New Fashion Summer Women Casual Dress Round Neck Loose Big Swing Skirt Sleeveless Soild Color Beach dress,5.65,10,100,2.86,1,black,XXS,1,4.35,565.0,1000,435.0,low,yes
Women's Bikini Cut Flower Two Piece Swimsuit Pushups Swimwear Beachwear,8.0,85,100,4.11,0,blue,M,10,77.0,800.0,8500,7700.0,high,no
